id,sender_id,receiver_id,content,sent_at,is_read
0946bba9-f630-4ae9-8f82-08b72271f000,8ab3754c-aa10-4182-b46a-02c04d42c8f3,cd5b2bc1-b928-4c34-96ed-9a2eb87501ad,heyoo,2026-05-03 07:40:13.657950,0
079926c9-489f-40aa-917d-7b29f5111242,ffc329cd-2717-4402-9888-ee0c38910163,cd5b2bc1-b928-4c34-96ed-9a2eb87501ad,Hi bro,2026-05-03 09:16:09.849894,0
